run,old_distance_m,old_budget_thb,our_distance_m,our_budget_thb
7125,17614.1,15816.14,11613.65,17311.26
7126,8136.42,15683.08,8493.71,16932.59
7127,22639.77,21699.37,8611.55,17263.76
7128,11874.42,19233.69,17878.92,20168.17
7129,9097.53,18644.56,9440.54,17490.51
7130,8422.41,21436.03,7904.69,14342.44
7131,10549.63,22619.11,7046.03,14155.46
7132,17365.72,24045.33,6171.41,13865.5
7133,11642.52,16988.17,13883.69,14356.02
7134,11293.06,16663.74,11097.42,15843.13
7135,14540.93,19978.56,11908.31,18279.18
7136,11939.13,17404.87,15844.88,13956.85
7137,14390.15,17273.94,10325.56,14020.05
7138,12458.16,19305.94,10088.97,17385.85
7139,12031.57,18170.95,9478.52,18404.48
7140,10743.91,18873.45,20226.63,13097.91
7141,11553.31,16643.05,20563.07,20472.82
7142,14745.76,19632.69,11809.98,14723.53
7143,11444.88,14230.71,10426.68,16940.4
7144,14015.32,19509.36,11365.88,14578.85
7145,15242.45,17149,15166.75,19564.72
7146,7894.35,17126.84,15103.4,15792.54
7147,16945.42,21923.5,10834.89,11379.31
7148,11603.04,15983.78,7298.79,13532.01
7149,8311.03,16215.47,11713.12,19263.68
7150,27783.42,19038.71,13008.98,14275.2
7151,9433,19927.14,20705.9,15223.78
7152,10846.57,23631.21,11028.14,15458.48
7153,18082.35,15456.68,9587.14,16257.35
7154,16696.79,16114.38,13712.44,19584.5
7155,9152.88,19078.07,10723.68,17845.13
7156,7891.48,18003.36,16282.31,14371.76
7157,8830.28,17349.29,14241.24,18677.5
7158,7427.49,15137.31,9535.01,17713.37
7159,12760.64,17465.32,7702.09,17404.32
7160,20002.49,19290.26,11162.67,17122.13
7161,16657.62,16137.75,18904.3,18582.33
7162,18111.59,13474.41,10194.32,13595.76
7163,12479.71,18847.57,16880.09,14013.93
7164,21546.76,14987.18,9263.9,13217.3
7165,7021.06,22009,26132.45,19756.37
7166,17373.97,18777.15,12536.88,13840.63
7167,16350.14,17917.42,11908.38,21697.73
7168,8795.44,15227.14,11569.07,14168.96
7169,7933.9,12850.7,9432.27,15283.67
7170,17560.66,11672.99,7815.15,19212.05
7171,17454.14,16257.44,8694.44,19249.2
7172,11452.64,16882.28,16522.98,10151.42
7173,10218.3,17588.5,10103.53,20292.32
7174,7868,16186.17,11447.58,17994.67
7175,14705.1,13878.14,12315.75,10010.09
7176,14449.07,20568.48,9625.93,15895.25
7177,9401.12,14887.4,9749.72,12066.9
7178,12908.61,18661.76,10266.67,18845.74
7179,18876.22,19175.48,12053.66,16807.99
7180,9994.45,15563.54,11549.34,16517.9
7181,13109.71,18215.1,11131.09,10040.77
7182,13688.92,17535.9,9208.8,16403.24
7183,9694.83,23055.57,13844.72,10492.99
7184,13135.1,20076.51,16937.17,19336.3
7185,18289.72,20176.68,13158.05,14875.6
7186,16145.57,16020.31,11737.5,15721.51
7187,13193.82,15424.63,5098.96,15244.79
7188,17404.01,16662.48,17587.33,15665.33
7189,6930.46,13858.05,5865.8,14715
7190,10780.15,16119.99,19879.53,16021.87
7191,8280.81,17345.7,6648.69,15788.69
7192,17039.64,17292.56,10074.88,10204.26
7193,10108.62,15448.77,11950.89,17135.43
7194,9998.16,21227.55,6809.72,20808.48
7195,14855.97,14835.61,7240.48,16817.93
7196,6602.59,11305.67,9612.75,13469.63
7197,22034.57,17584.6,15113.52,14491.33
7198,14987.66,16600.15,10940.89,12091.98
7199,14671.66,18585.25,7649.27,11029.07
7200,13476.88,16716.22,9751.36,10855.67
7201,11941.48,13881.46,10730.77,18441.19
7202,21924.46,14135.51,6703.16,17308.47
7203,11032.74,17043.65,7581.02,16599.17
7204,12580.69,24360.6,19636.82,17264.9
7205,9042.27,13560.73,12034.24,15825.25
7206,13905.61,14689.85,15952.79,11733.36
7207,7664.22,16169.69,14496.17,15144.32
7208,9823.06,16975.5,11138.36,18013.72
7209,8024.28,16440.98,15099.76,11780.13
7210,12513.2,17855.33,8363.82,12490.05
7211,15135.37,19887.09,22478.05,21787.82
7212,13383.81,16345.36,17624.18,13354.21
7213,12920.45,16373.61,10531.69,19396.03
7214,8280.22,17060.39,10043.79,16569.94
7215,17126.75,16836.2,12770.69,14235.51
7216,15104.7,14180.87,17845.6,20439.8
7217,14269.05,19331.39,14792.61,13276.47
7218,10141.29,14387.41,10423.08,17543.92
7219,17404.35,16216.56,5147.53,15571.68
7220,7495.25,14979.57,4737.12,12170.98
7221,8862.14,15553.44,7769.59,19546.2
7222,6961.47,15551.82,10384.93,15312.22
7223,8364.57,20221.57,8184.35,14546.75
7224,11221.71,19833.18,5706.65,15395.24
7225,12654.44,16205.42,12372.95,14408
7226,8943.98,14022.13,10818.81,13097.82
7227,15862.72,15888.35,17975.04,13791.72
7228,10012.97,18054.02,9386.89,22476.57
7229,8151.7,15717.47,6022.6,18070.76
7230,19689.1,20004.24,23232.36,13173.65
7231,14232.15,16454.51,18268.8,18514.92
7232,12238.01,15538.64,6648.11,14670.21
7233,9150.19,22178.91,12633.34,15824.2
7234,12492.45,18594.17,12659.65,17252.87
7235,6875.81,12603.89,11032.28,23417.04
7236,9608.87,29114.42,10707.98,13735.09
7237,13461.36,16433.47,9989.55,19338.52
7238,13912.54,18152.85,11780.35,10672.42
7239,11587.43,16125.95,17374.33,12149.1
7240,11446.38,19265.08,12325.24,19150.12
7241,9898.23,16541.89,7074.35,13699.45
7242,13169,21013.52,9988.08,19452.65
7243,18500.97,19046.57,14387.07,15986.51
7244,11813.27,19078.47,9314.12,17581.4
7245,8121.35,20323.77,9485.64,19524.29
7246,18043.08,12191.06,7616.16,13206.07
7247,8431.51,18667.53,7990.02,17501.76
7248,10139.28,14878.36,13509.56,13608.59
7249,9742.04,15760.56,22153.47,21878.45
7250,10693.59,15789.44,12787.15,17125.25
7251,9389.45,18996.16,21406.84,15046.29
7252,8909.96,18089.83,7815.05,19067.92
7253,16403.3,17793.64,5164.92,19301.79
7254,18460.97,14907.86,9436.15,15986.36
7255,6709.97,14403,14829.22,14182.45
7256,10314.49,17668.09,27479.09,15849.33
7257,8318.01,18720.2,13358.16,14361.63
7258,14301.11,23046.7,7148.14,15531.11
7259,15614.87,16469.7,10658.79,11153.8
7260,6982.98,16991.67,11825.14,17320.65
7261,8747.38,18419.59,15758.7,16665.23
7262,13344.02,18059.33,12195.19,15121.7
7263,23881.09,16594.14,10728.88,15933.78
7264,14048.29,14296.46,11189.43,13545.3
7265,5401.69,16617.83,12484.47,20126.2
7266,16326.55,27033.15,22411.14,16143.49
7267,13293.25,16306.08,8602.14,19730.55
7268,11389.07,17577.69,13023.12,19685.83
7269,9604.96,18294.88,7553.65,10650.23
7270,9623.05,15573.85,6003.56,15785.71
7271,12048.43,14207.52,5140.15,14209.1
7272,12509.17,17359.13,9096.52,10807.01
7273,11749.36,14277.87,11474.03,15838.57
7274,7007.64,16674.33,8178.02,21595.79
7275,17275.91,15384.27,12525.06,13931.87
7276,14084.86,16356.89,12774.62,15762.38
7277,7025.07,12864.54,11326.21,16693.67
7278,15915.05,10920.07,14802.75,17644.92
7279,16130.9,12416.13,18043.85,23167.42
7280,16194.35,16344.84,11306.86,23879.78
7281,8511.93,20803,7542.9,23913.22
7282,9545.91,12907.29,15258.82,15524.22
7283,18168.43,17791.18,11774.31,20489.72
7284,9044.66,17831.19,8491.85,14469.15
7285,11584.09,15371.08,17060.52,15966.24
7286,13182.33,23481.35,9277.92,14548.34
7287,20174.5,16110.41,19880.33,16573.3
7288,16621.88,20701.8,18249.27,20388.33
7289,14030.97,16626.57,12018.57,12679.65
7290,16229.76,15207.47,10480.05,15611.02
7291,12674,20295.4,12882.59,23043.39
7292,9856.95,15791.37,27936.72,21795.27
7293,11881,14627.27,13290.45,17988.42
7294,4555.12,12102.66,16628.65,13728.59
7295,16066.03,23742.61,12857.21,14934.52
7296,10669.77,16933.13,11682.79,17087.48
7297,9318.41,16679.77,6686.38,13872.32
7298,14573.18,22307.03,8583.14,16872.98
7299,14071.51,13511.85,16794.06,15241.56
7300,15467.85,18269.79,11311.22,17879.52
7301,8227.26,22968.31,8256.43,17682.4
7302,11908.92,19027.74,12655.56,16697.31
7303,8725.07,20317.81,12252.77,20018.53
7304,10148.8,20128.54,18135.06,12293.17
7305,8594.63,15650.63,13194.53,15561.46
7306,10043.66,15484.18,11902.38,12352.29
7307,16572.1,10281.29,8030.34,18611.42
7308,7043.78,16166.14,9782.77,16213.01
7309,17659.18,18951.66,8584.16,20820.1
7310,8497.92,14849.79,11501.14,14259.33
7311,19564.38,21913.52,11331.45,17293.39
7312,17403.68,16905.69,11875.33,16953.67
7313,11128.15,14219.79,12925.21,16587.67
7314,7261.51,11450.87,21081.56,16683.46
7315,11614.09,20180.74,14372.57,13556.22
7316,6995.54,19116.89,16030.43,17140.27
7317,11563.58,17876.29,8035.48,12965.74
7318,9408.13,14949.8,12294.64,10660.9
7319,11621.96,16188.94,13177.42,20067.33
7320,12780.32,24408.62,11408.56,13892.97
7321,15256.28,13719.8,12943.06,17199.43
7322,6388.47,18078.41,11944.55,14394.82
7323,12662.57,18923.86,11180.72,15500.12
7324,10428.46,18629.11,14248.95,15279.55
7325,9878.94,21369.91,10122.92,14474.47
7326,11820.52,17773.64,15591.77,11716.42
7327,8599.18,19868.2,9240.2,20914.06
7328,12258.29,17851.57,9264.72,15147.76
7329,15189.24,25699.68,13437.45,18002.9
7330,11067.8,19851.52,10473.61,17314.76
7331,14615.64,18137.16,5593.27,14804.72
7332,8884.8,18890.27,17353.55,18330.88
7333,11688.76,16960.8,15253.62,17186.94
7334,13566.24,17030.53,12358.22,21487.63
7335,9658.75,14248.01,6981.28,20280.08
7336,20135.09,17743.66,14155.54,19090.25
7337,12905.39,17244.25,11590.01,21316.23
7338,15560.08,17949.24,8393.12,9800.67
7339,17138.19,19225.14,14463.54,17030.58
7340,10538.14,19300.06,10335.63,17018.56
7341,10809.84,24577.33,10308.41,16854.07
7342,17377.1,17841.95,10655.2,15988.26
7343,20598.1,20075.88,8049.68,19277.81
7344,24322.2,18723.92,13525.28,16235.29
7345,15305.59,22576.62,14557.68,14807.13
7346,17805.31,14456.48,14664.85,14983
7347,10779.87,23921,10924.95,12990.02
7348,10788.61,16514.79,8490.39,11950.98
7349,12434.64,14241.05,10951.96,16350.39
7350,9398.6,17461.98,4190.6,14749.34
7351,10604.88,13717.16,10478.74,9766.77
7352,5818.52,15808.8,8972.16,18294.48
7353,7783.69,17037.76,12831.05,18121.71
7354,5626.02,15898.17,22400.27,16364.13
7355,12469.8,15497.84,10647.07,13965.66
7356,12094.06,21798.23,12820.57,15493.53
7357,19148.42,23035.43,8138.47,13217.39
7358,14229.39,16233.3,15760.03,16193.96
7359,6107.32,22326.66,8268.45,17437.3
7360,8698.72,15998.38,16205.35,12813.42
7361,6678.75,18744.02,11695.41,15042.79
7362,17093.2,22636.61,11647.5,14434.86
7363,11743.54,21053.61,8660.52,20512.18
7364,13544.75,17185.15,18531.51,17778.28
7365,10708.66,16611.53,13404.95,12244.15
7366,15947.79,15648.21,14482.05,18852.89
7367,10196.67,18196.26,10018.88,15486.56
7368,8091.51,18504.55,8061.89,16677.13
7369,14504.59,15472.86,8087.14,24748.93
7370,9638.48,21437.37,7253.51,18495.65
7371,19498.35,17929.55,15752.15,14905.24
7372,11790.17,18191.84,6935.34,13469.46
7373,13543.46,18760.69,10577.59,16441.77
7374,12816.24,17823.88,13131.6,14952.75
7375,8623.55,16428.48,9324.23,18465.74
7376,13772.22,19361.11,12826.24,16735.51
7377,8218.51,14286.07,14960.68,20233.48
7378,7957.88,13899.28,8014.9,17627.25
7379,17777.52,17133.72,16214.07,15999.46
7380,17071.56,16733.74,13760.01,17428.55
7381,13274.94,18105.6,12832.89,18926.02
7382,16006.16,15570.77,13754.37,15841.7
7383,9228.09,21069.71,14388.38,18643.72
7384,15590.94,14157.72,13591.79,18772.58
7385,8460.86,17712.75,13254.97,16509.9
7386,9199.74,21606.49,16953.7,15406.01
7387,15287.89,17661.88,7283.7,10934.16
7388,7984.36,18882.71,12669.4,15996.26
7389,11304.17,21974.29,7831.7,14421.99
7390,19467.14,17856.85,16913.02,14792.18
7391,9721.94,14489.04,6758.53,12299.32
7392,14395.6,17776.96,14213.98,18244.79
7393,11099.85,15550.28,6288.05,16957.54
7394,10808.07,15293.91,16694.72,14428.99
7395,17410.79,20216.09,13286.84,15903.32
7396,13869.52,18840.27,10779.82,12724.03
7397,11891.91,19773.06,18980.94,15824.42
7398,14182.5,17993.71,9778.51,14698.73
7399,9999.54,15704.67,13761.44,20156.64
7400,17227.03,17648,16714.38,16439.88
7401,14849.16,21117.28,7456.94,15389.88
7402,18154.61,19231.1,7916.52,16240.46
7403,8337.69,18926.05,9156.24,13198.99
7404,7948.48,20891.21,12116.59,16225.28
7405,11978.08,20919.19,12360.45,14242.9
7406,11041.67,20137.87,21346.61,17114.9
7407,9106.18,14400.95,13074.21,18203.43
7408,17396.44,19266.84,17378.76,17260.14
7409,6541.84,16839.78,11340.23,13876.1
7410,7322.18,16006.87,14436.81,19865.4
7411,12155.81,18149.37,10414.92,16230.25
7412,10730.2,22594.38,16055.12,16409.29
7413,10260.98,19594.06,16130.57,18681.12
7414,7471.04,19931.5,8077.33,12942.69
7415,16511.43,12818.28,7794.87,20761.05
7416,4688.71,13678.76,14572.65,16162.89
7417,14727.53,19560.93,18164.88,16409.5
7418,14791.06,11705.11,9994.53,13986.28
7419,8490.86,17873.54,23486.69,19481.42
7420,10926.45,13978.34,12153.46,15133.2
7421,13542.94,16851.67,12600.42,17984.03
7422,9427.43,23598.16,11534.47,16781.51
7423,5935.05,13033.41,12721.61,17499.34
7424,7336.26,13272.88,21692.76,19456.66
7425,15418.85,18386.81,14705.69,14392.93
7426,16041.33,24771.13,17518.38,14955.83
7427,10930.99,16473.16,22772.44,11392.03
7428,16993.63,12939.2,16826.18,12793.72
7429,8066.89,15260.92,7029.41,16936.82
7430,18188.75,20343.06,9646.78,11517.04
7431,11611.38,18790.69,10346.89,17624.02
7432,3679.19,19194.08,18701.46,12501.3
7433,15571.72,15566.03,6189.87,16917.06
7434,8152.45,15347.97,13346.68,17930.25
7435,12458.88,22992.1,7289.01,16990.12
7436,10547.55,23456.35,7627.94,16694.94
7437,8962.22,18485.38,4022.9,19853.97
7438,20748.77,18828.23,6722.76,18817.8
7439,9544.89,15299.26,9396.22,15573.16
7440,10304.81,17099.31,6862.34,12223.6
7441,9255.53,15657.09,9694.2,20323.95
7442,17187.14,23381.79,8105.37,15656.57
7443,16144.33,14528.81,14400.82,16012.75
7444,10289.42,13587.35,8137.9,16136.8
7445,10484.52,18154.5,8143.87,15689.46
7446,11021.86,18286.87,9259.53,16543.04
7447,10880.36,16728.95,17808.56,14973.47
7448,15035.77,15138.82,7071.76,18019.88
7449,10143.2,13808.69,15712.13,13800.53
7450,14093.91,20794.22,7342.39,17042.88
7451,11404.83,18761.25,16057.61,13815.09
7452,9975.12,17220.25,8504.1,16496.41
7453,15749.77,21968.68,14285.23,9239.22
7454,8235.52,10644.84,10584.99,18959.59
7455,16185.36,14670.04,9926.74,14240.94
7456,13475.97,17420.1,14463.92,15592.98
7457,5917.73,16356.39,8000.21,14296.68
7458,9765.32,19671.12,10461.52,17212.96
7459,17796.79,22678.94,10068.96,15841.53
7460,13760.67,19338.43,9986.75,17747.01
7461,11602.84,19072.51,18443.82,16387.76
7462,19029.72,16275.12,29585.2,13803.46
7463,12755.21,13040.97,7513.98,14936.13
7464,14832.58,16941.95,13660.74,16125.58
7465,7148.34,12463.24,13736.51,13811.52
7466,12548.71,11981.21,11514.39,16938.24
7467,14133.15,18858.45,9849.75,14826.79
7468,17678.21,16911.46,9732.69,14664.71
7469,12970.78,14097.09,16164.49,12511.76
7470,11978.29,13233.46,14513.93,22095.92
7471,26604.86,15452.28,20016.27,17284.65
7472,13555.01,16478.51,13004.27,17015.29
7473,10056.16,15296.27,12503.38,13916.45
7474,12710.03,14928.19,11323.17,14529.74
7475,10759.13,15420.4,10852.02,19809.48
7476,9240.81,21828.88,16433.87,14913.21
7477,8276.9,18574.49,8873.01,19518.66
7478,20539.04,17727.38,11397.69,17324.05
7479,13510.17,17959.25,16023.72,11004.8
7480,22505.11,17921.78,17287.63,16267.59
7481,9788.06,15415.8,10689.45,16727.74
7482,10724.91,15192.03,13041.87,13214.88
7483,13041.9,15403.81,11465.84,14042.78
7484,7171.87,18590.65,10044.22,15081.26
7485,8648.28,15487.53,10397.73,18911.74
7486,12113.76,15547.36,11361.59,12632.18
7487,12076.49,16636.56,12265.57,15301.55
7488,17192.41,19249.61,17641.03,12120.92
7489,10768.14,20391.42,7954.73,13136.07
7490,8605.55,19178.81,9946.92,14670.26
7491,11165.54,14759.79,11226.68,22096.89
7492,15576.01,19911.24,10251.42,16294.4
7493,9209.8,16595.39,8103.91,19020.84
7494,10550.74,19701.3,17525.55,17093.11
7495,7025.94,22834.19,10864.51,15279.88
7496,7746.52,20036.46,21051.13,14740.61
7497,16170.3,17698.87,9331.52,13732.39
7498,10115.74,19651.36,12362.46,13638.41
7499,7499.67,15018.05,11077.27,19472.07
7500,10420.51,15096.36,18923.82,16783.27
7501,15085.39,15406.61,7984.85,18595.21
7502,6861.89,13022.07,11883.23,12722.76
7503,13916.99,19995.16,14673.46,19610.69
7504,19935.04,21901.18,14561.87,17492.15
7505,18768.37,22521.85,13493.68,18823.32
7506,19030.45,21594.51,10510.02,11948.85
7507,7529.38,19462.08,15621.04,18047.9
7508,15005.9,15113,9136.85,13840.39
7509,14331.38,16103.65,14503.31,20131.59
7510,11593.08,20581.75,16345.3,18477.72
7511,12622.04,19207.45,16110.94,12299.8
7512,10808.32,17967.38,17670.08,17050.49
7513,15381.3,13017.47,11903.55,12528.74
7514,9131.84,15556.88,9406.16,15501.62
7515,6205.89,17746.93,9462.05,13159.68
7516,12020.28,17538.2,5591.97,17579.67
7517,9311.68,10952.95,17379.85,10780.95
7518,12708.69,15735.33,10490.78,17725.69
7519,10983.97,14204.66,16282.17,14789.66
7520,10998.05,16744.88,13210.02,14097.11
7521,19132.4,15737.55,9755.55,16206.88
7522,12775.38,13042.09,6930.01,15466.3
7523,12708.85,19065.8,8828.91,10189.09
7524,16893.01,22483.01,19172.11,11585.63
7525,15027.16,20255.46,13090.41,17176.35
7526,8994.66,18679.92,10665.58,13179.84
7527,18589.68,17697.32,17222.3,14841.15
7528,12103.47,20154.39,7364.78,21026.18
7529,14500.37,16173.32,7658.75,19630.47
7530,11706.53,21359.57,8521.73,24333.41
7531,8975.07,19457.16,7899.34,18723.84
7532,20785.33,16777.98,5673.27,13068.74
7533,9447.18,16781.31,12395.59,17060.21
7534,15984.33,20459.21,8882.76,18060.54
7535,10024.02,10953.99,12378.99,12093.95
7536,11192.24,19909.46,14675.42,13689.77
7537,8057.41,22182.12,17550.32,16776.45
7538,12987.56,17175.5,15696.52,12137.52
7539,13950.48,20359.36,9236.43,13178.23
7540,13369.05,21660.7,10447.84,14448.97
7541,15076.45,15365.74,23631.03,22031.66
7542,8887.85,12804.98,10775.16,15101.93
7543,13546.25,13580.61,8107.96,16885.83
7544,19087.51,14589.06,7349.68,16062.43
7545,12496.7,15927.37,11347.54,17612
7546,14007.37,23703.34,12858.34,16328.88
7547,16186.49,19013.42,12156.49,13974.15
7548,11589.92,17543.28,16664.2,16644.27
7549,6821.26,17589.68,13964.45,15880.86
7550,11886.59,15201.82,19161.47,18523.97
7551,7648.19,15129.6,16054.94,11255.68
7552,8835.28,17015.37,8873.15,17701.45
7553,10045.19,14872.06,8419.84,16994.49
7554,8810.75,18421.22,13570.49,13959.36
7555,14622.3,16472.81,6227.47,14397.01
7556,14961.76,19565.24,10649.52,14507.79
7557,6174.36,17595.56,16760.81,20415.34
7558,12406.47,15448.99,12675.59,16026.43
7559,11479.22,15759.64,15145.88,17078.67
7560,15315.72,20438.73,7078.87,11272.75
7561,7796.84,18935.44,13286.34,15029.96
7562,11299.43,16229.96,11648.08,19438.75
7563,7740.28,15301.24,12726.26,12105.14
7564,14691.9,20112.77,15032.62,16728.37
7565,9918.5,19879.47,10215.63,15682.85
7566,17701.23,17330.53,12933.64,17330.39
7567,12830.38,12952.26,9646.34,15303.77
7568,13151.03,15149.82,21764.2,14724.57
7569,10657.23,16424.4,7538.12,18550.64
7570,13958.68,16793.92,8500.49,15244.82
7571,12131.78,18604.13,7830.19,14334.93
7572,15644.49,18499.02,20246.82,14964.09
7573,15114.16,18790.25,20318.61,18180.19
7574,14665.49,14476.91,5820.08,14341.74
7575,14512.17,17732.63,11154.09,15981.76
7576,6864.64,23749.45,16669.21,13810.39
7577,10041.55,17666.66,16865.77,15807.17
7578,13805.57,19106.29,11814.56,20270.6
7579,14222.24,18797.65,12729.51,17262.29
7580,13510.38,21670.41,13368.94,18323.1
7581,18508.68,20933.59,5981.19,12032.85
7582,12753.86,14545.86,6499,10882.25
7583,15690.83,23772.62,16590.03,14400.64
7584,15007.51,17732.01,10149.75,12803.51
7585,12170.38,16683.3,7299.5,16148.74
7586,11562.59,15301.16,11632.5,19904.28
7587,10425.18,20105.47,15811.21,12052.97
7588,9768.71,18528.16,17269.26,11998.48
7589,14057.14,19123.58,16266.71,14136.61
7590,6131.52,19786.81,14541.41,17958.98
7591,11106.17,18803.97,9556.72,14621.87
7592,12587.69,16640.16,10482.33,14854.85
7593,10118.82,17845.43,7612.23,15094.83
7594,23489.85,22509.19,7888.79,18148.65
7595,10856.35,16023.77,10113.62,18981.33
7596,11879.83,13521.24,11681.84,12801.99
7597,11322.91,21241.29,13313.14,15718.23
7598,7356.76,13931.81,6706.95,19142.92
7599,11081.94,16898.68,9369.85,17982.81
7600,14523.44,23013.32,13652,16614.77
7601,11617.12,13539.52,12074.7,19476.59
7602,12306.96,17235.44,20100.42,15522.56
7603,20775.74,17890.83,10139,13412.86
7604,13411.84,16639.34,7188.64,12713.67
7605,13636.56,16486.99,10086.27,12763.47
7606,12002.77,15948.05,9371.14,15546.3
7607,6628.95,14790.36,11344.3,14872.61
7608,17583.14,18423.13,15908.59,22925.17
7609,12677.06,16604.64,8772.05,17172.34
7610,8063.62,15389.78,16325.49,21355.8
7611,9881.78,20293,7036.62,14954.71
7612,14968.65,16136.05,6876.58,11669.46
7613,9372.44,13270.45,14628.13,20703.6
7614,11140.1,15632.03,8315.36,14646.99
7615,12345.26,20884.95,19503.32,13441.61
7616,11094.25,12038.72,10662.32,12930.41
7617,16943.31,18176.51,10429.85,12663.12
7618,10635.58,14584.71,10177.62,12943.83
7619,14453.33,18544.59,7851.8,18402.69
7620,10689.52,16766.27,15428.87,20719.18
7621,16157.82,17677.71,12468.73,15618.74
7622,17271.81,17843.78,13747.86,19414.84
7623,10121.82,17929.31,13677.44,14862.53
7624,9776.06,22128.91,10502.22,10979.19
7625,16735.2,22858.46,7220.91,10614.93
7626,22287.02,15032.44,6078.56,16450.5
7627,6262.15,12920.71,16529.12,14903.52
7628,9810.34,19741.62,8593.98,20640.49
7629,7520.26,20233.45,16132.54,16539.01
7630,11734.91,13348.58,12676.64,14102.71
7631,14890.64,20621.55,11172.47,19684.24
7632,6902.54,14919.2,14228.81,19348.53
7633,10022.72,18409.55,8170.08,14637.23
7634,8583.08,21473.58,11776.85,15262.94
7635,15839.7,16929.02,11797.62,14838.32
7636,6383.67,17859.17,12151.43,14015.83
7637,20914.79,19920.54,9268,16860.07
7638,3953.42,14206.68,5647.05,17127.24
7639,14692.88,14797,8598.17,12775.88
7640,11032.68,18806.51,8289.45,18727.04
7641,15520.93,15291.64,9127.76,12570.66
7642,15914.91,18940.99,16502.01,13984.9
7643,10710.6,13576.38,10799.56,16508.9
7644,6460.21,14276.12,10458.58,22155.79
7645,9670.33,17893.2,10169.95,19854.41
7646,13917.17,24807.92,24441.76,11561.26
7647,12779.09,19795.05,10809.81,16250.47
7648,15271.59,19098.01,14259.18,15379.29
7649,20454.56,14767.21,8125.96,14587.59
7650,21898.25,19657.9,12386.42,10929.18
7651,12888.66,17399.51,7794.33,15026.57
7652,14528.48,20852.24,12279.56,15076.5
7653,10950.54,19775.49,10470.57,15970.69
7654,13576.74,20771.8,8879.36,16418.5
7655,12826.97,19497.14,14957.87,16436.92
7656,8636.69,14041.2,17911.54,15125.91
7657,17121.74,16434.81,12511.73,16392.62
7658,15592.1,17311.34,10735.93,15691.66
7659,11063.72,24214.06,9362.17,15855.54
7660,11531.3,18461.81,20430.23,15312.49
7661,9595.01,15153.99,12127.74,12810.52
7662,15823,25212.96,7863.18,16579.93
7663,13089.45,18754.85,8662.36,14900.42
7664,8957.86,19914.77,12715.42,19711.63
7665,10674.28,13749.4,8736.59,15275.11
7666,10037.79,17884.59,12569.25,19080.56
7667,8405.52,19030.21,10351.14,19166.52
7668,20557.07,21255.89,11531.98,14130.02
7669,13933.42,18561.48,7919.17,16896.25
7670,21171.5,20972.1,19746.69,17951.81
7671,11702.35,16072.23,6027.68,14005.88
7672,8191.89,17859.99,16639.12,17379.08
7673,16207.23,20380.6,12520.55,17280.26
7674,15379.93,19613.84,17350.27,18457.44
7675,12743.83,18455.72,7985.69,15245.14
7676,18236.38,13254.32,9096.35,15609.24
7677,11761.33,14367.76,8655.28,17572.65
7678,18075.29,17422,13749.97,19670.39
7679,11594.94,15106.53,14448.54,16844.44
7680,9349.35,20670.82,14824.38,24761.38
7681,7521.65,14635,5659.01,13236.33
7682,11617.37,14825.69,17102.29,20426.31
7683,13496.66,17118.97,14358.68,13904.6
7684,10802.1,18592.78,11783.47,15061.73
7685,6804.43,17178.94,10599.11,11639.53
7686,22907.29,15820.12,12272.59,17132.78
7687,12378.08,12874.89,11398.61,19210.6
7688,7077.7,19325.48,11989.11,19854.98
7689,12662.79,17669.81,14428.83,15728.73
7690,9414.31,23191.43,9937.83,19021.01
7691,7227.32,11686.62,10764.88,10571.03
7692,8873.06,20083.61,24737.06,18483.44
7693,12810.65,18271.96,9593.22,14675.99
7694,12531.52,25085.13,11975.12,12041.47
7695,5382.57,14568.47,15636.87,11301.64
7696,7929.59,15092.61,5144.05,18771.93
7697,11850.12,14982.22,25406.16,18551.76
7698,12140.42,17007.38,6039.66,12473.18
7699,13634.73,14384.2,18450.41,15910.43
7700,5453.39,14431.42,5440.98,11208.89
7701,11043.45,17536.34,13110,13773.63
7702,8098.27,15800.27,12173.78,11962.7
7703,8800.79,17085.02,12724.02,19607.55
7704,19512.67,18449.95,21651.39,17899.39
7705,17510.12,14518.84,12786.84,19113.58
7706,13100.73,20036.11,8938.59,12601.07
7707,9492.64,16692.46,17031.86,17247.26
7708,8801.45,22718.72,7172.76,16444.63
7709,5825.95,24567.37,17270.56,12224.01
7710,20327.39,18612.62,10116.86,18762.43
7711,9450.99,18177.67,17549.24,17344.54
7712,10518.58,19307.45,8329.42,11166.82
7713,9603.45,16733.69,11886.41,13115.39
7714,15006.23,15252.14,12754.41,16700.52
7715,10819.89,15727.51,9942.06,14907.89
7716,7690.76,10909.89,12332.3,14883.68
7717,12914.17,21079.4,22990.51,15704.1
7718,11399,18505.44,12199.29,12934.18
7719,9878.7,20931.4,9512.88,14067.61
7720,12516.16,14970.61,20967.76,12377.42
7721,9823.95,15760.76,11707.53,17096.86
7722,9663.78,20337.84,19474.89,17015.18
7723,9494.31,13260.61,12303.02,15752.94
7724,10001.12,20484.74,19350.64,18611.24
7725,13492.81,13887.03,9214.27,13706.13
7726,10345.83,14887.1,10593.27,16759.48
7727,7302.81,19298.7,4159.15,15297.36
7728,11436.47,20358.18,9693.18,16531.4
7729,8633.9,18316.23,7180.61,15690.65
7730,11312.85,20792.23,8606.06,17102.14
7731,11302.8,15621.89,8509.43,15990.71
7732,7963.36,17483.1,12454.26,14319.89
7733,13309,20817.02,13468.44,17929.43
